id,Name,Aerial Duels won,Age,Assists,Attacking options created,Attempted Passes,Blocks,Clearances,Country_val,Expected Goal Contributions,Interceptions,Open Play Goals,Open Play Expected Goals,Percentage of Passes Completed,Progressive Passes Rec,Progressive Passes,Progressive Carries,Shots,Successful Dribbles,Touches in attacking penalty area,Tackles,Value at beginning of 2020/21 season,Value at beginning of 2021/22 season,Value at beginning of 2022/23 season,Value at beginning of 2023/24 season
1291,Pablo Mari,2.1,29,0,0.54,58.7,0.8,4.02,10,0.01,1.2,0.04,0.02,88.3,0.11,2.06,0.22,0.36,0.07,0.54,1.34,7,5,5,5
1537,Stefano Sensi,0.5,28,0.06,3.68,71.3,0.72,0.22,8,0.13,1.1,0.17,0.09,85,2.06,7.95,1.5,1,0.61,0.61,2.28,18,8,7,8
441,Enzo Le Fee,0.3,23,0.18,3.75,63,1.49,1.13,2,0.22,1,0.15,0.11,80.6,3.12,6.48,2.85,1.34,2.02,1.04,3.21,4.5,5,6,20
1136,Michel Aebischer,0.6,26,0,2.14,39.3,0.82,0.53,12,0.04,0.4,0.06,0.1,82.6,4.96,2.68,0.82,0.88,0.35,1.63,0.7,3.5,3.5,3.5,4
1256,Nuno Tavares,0.8,23,0,2.55,52.9,1.28,1,9,0.1,0.6,0.19,0.17,77.5,9.72,4.42,3.74,2.4,2.15,3.21,2.09,5,13,15,18
1397,Ritsu Doan,0.3,25,0.16,2.91,24.9,1.56,0.53,20,0.13,0.5,0.19,0.29,71.9,6.54,2.65,2.99,2.18,1.9,3.95,2.3,6.3,6.5,6.5,18
663,Ivan Fresneda,0.4,18,0,2.11,47.6,1.65,3.1,10,0.09,0.8,0,0.03,77,5.22,3.2,2.48,0.21,0.77,0.83,2.48,,,0.2,15
1558,Tanguy Nianzou,1.9,21,0,0.6,47.7,0.62,2.67,2,0.02,1.2,0.1,0.05,87.9,0.05,3.81,0.29,0.52,0.62,0.81,1.48,11,11,9,7.5
1257,Obite N'Dicka,2.3,23,0.03,0.53,58.7,1.48,4.7,50,0.01,1.2,0.03,0.05,85.7,0.26,2.88,0.71,0.53,0.16,0.76,1,22.5,28,32,28
1510,Shon Weissman,0.5,27,0,0.5,11,0.96,0.84,50,0.02,0.1,0.12,0.32,76.9,1.81,0.48,0.84,2.17,0.24,3.01,0.24,6,6,8,4
317,Dani Ceballos,0.2,27,0.22,4.87,86.8,1.58,0.33,10,0.14,1.4,0,0.07,90.6,3.44,11.51,3.38,1.09,2.45,2.02,2.56,32,18,15,12
648,Isaac Palazon Camacho,0.9,28,0.15,4.08,41.8,1.27,0.91,10,0.17,0.5,0.24,0.18,71.1,5.49,3.86,1.49,2.76,1.52,1.97,1.37,1,2,3,12
1434,Ronald Araujo,2.1,24,0.09,0.91,62.4,1,1.92,16,0.04,0.5,0,0.11,87.9,0.61,3.89,1.4,0.87,0.52,1.44,1.27,15,35,40,70
1479,Sargis Adamyan,1.7,30,0.28,3.22,25,1.68,0.7,50,0.12,0.6,0.14,0.54,68.7,8.11,3.35,1.68,2.93,0.84,6.71,1.96,4,3,3.5,1
709,Jean-Kevin Duverne,1.2,26,0,1.81,53,1.18,2.33,2,0.03,1,0,0.01,71.6,4.8,5.33,2.86,0.18,0.93,0.64,2.58,2,3.2,3.5,4
1382,Remy Cabella,0.3,33,0.36,6.77,62.9,1.46,0.25,2,0.41,0.6,0.25,0.34,79.2,8.63,8.2,4.03,1.5,1.43,4.85,2.28,11,8,6.5,5
1282,Oscar Trejo,0.5,35,0.17,4.54,42.2,1.3,0.34,1,0.15,0.4,0.08,0.09,80.7,4.62,5.16,2.35,0.97,2.39,3.02,2.01,0.7,2,2.5,3
972,Lucas Digne,1.6,30,0,1.83,55.6,1.08,2.7,2,0.12,1.1,0.06,0.02,75.1,5.33,3.42,1.74,0.48,0.18,1.44,1.8,33,30,25,15
627,Ibrahima Konate,2.6,24,0,0.95,63.4,0.8,3.58,2,0.01,1.4,0,0.07,85.9,0.25,2.93,0.4,0.6,0.55,1.29,2.19,40.5,30,40,38
632,Igor Carioca,0.8,26,0,1.87,54.1,1.38,3.36,3,0.11,1,0,0.05,81.8,4.54,4.34,1.58,0.79,1.18,1.58,3.55,1.2,2.5,2,1.5
1306,Patrik Schick,2.8,27,0.06,2.49,22.9,0.44,0.62,50,0.04,0.1,0.19,0.46,72.5,6.36,1.31,0.94,3.18,0.75,4.55,0.12,25,40,50,25
1400,Robert Lewandowski,1.7,34,0.18,2.89,24.9,0.6,0.6,23,0.19,0.1,0.73,0.79,74.5,7.92,3.17,1.69,4.15,1.01,6.75,0.62,60,50,45,30
1408,Robin Knoche,1.9,31,0.1,0.88,54.3,1.15,3.87,14,0.03,1.2,0.05,0.03,81.6,0.17,3.47,0.45,0.36,0.31,0.91,1.63,6.5,7.5,6,5
1248,Nils Petersen,3,34,0,1.8,22,1.71,2.14,14,0.01,0.6,0.14,0.33,59.7,4.85,1.71,0.43,2.28,0.29,4.14,1.57,5,1.8,1.5,1.5
1659,William Carvalho,1.2,31,0.03,2.39,65.6,0.94,0.81,9,0.06,0.6,0.1,0.12,86.5,1.82,7.57,1.59,0.94,1.11,1.43,1.59,20,14,16,14
1254,Nuno da Costa,2,32,0.18,2.46,17.1,0.94,0.67,50,0.18,0.9,0.22,0.23,68.5,5.84,1.44,1.35,1.75,2.07,3.5,2.02,1.6,1,1.2,1
1496,Serge Aurier,2.1,30,0,1.26,43.7,1.57,3.47,50,0.05,1.4,0.05,0.05,70.7,2.32,3.29,1.71,0.42,0.74,0.6,2.96,20,12,10,8
1371,Raul Jimenez,2.6,32,0.11,2.01,21.1,0.96,0.85,15,0.19,0,0,0.32,70.7,4.79,1.49,0.53,2.13,0.53,4.68,0.96,10,15,20,6
1354,Rafael Ratao,0.5,27,0.19,2.96,38.9,1.65,0.34,3,0.22,1.1,0.24,0.28,73.8,10.5,4.04,2.97,1.51,1.85,3.5,2.53,0.65,1.2,1.5,2.5
1634,Vincent Sierro,1.2,27,0,1.98,55.2,1.62,1.49,12,0.12,0.6,0,0.08,78.7,1.76,6.63,0.95,1.08,0.81,0.81,2.57,2,1.5,1.5,1.5
1569,Thiago Alcantara,1,32,0,3.28,76.7,1.1,0.75,10,0.1,1.7,0,0.03,86.6,1.56,8.65,0.92,0.75,1.33,0.58,3.35,,,18,15
795,Jose Fonte,2.1,39,0,0.59,68.7,0.94,3.89,9,0.01,0.9,0.03,0.06,90,0.28,3.44,0.24,0.49,0.1,1.01,0.8,1.5,1,0.8,0.6
645,Inigo Ruiz de Galarreta,0.7,30,0.04,1.77,45.7,0.96,0.7,10,0.05,1.1,0,0.01,81.7,0.77,4.67,0.74,0.37,0.7,0.18,1.98,1.5,2.5,2,3
1012,Mama Samba Balde,1.5,27,0.1,2.27,19.7,1.01,0.44,50,0.08,0.4,0.34,0.35,66.6,6.05,1.89,1.72,2.47,1.89,4.22,1.55,2,5,6,8
556,Gerzino Nyamsi,2.1,26,0.06,0.78,48,1.08,3.59,2,0.01,0.6,0.06,0.1,84.4,0.17,3.88,0.74,0.8,0.57,1.03,1.6,2,4,5,5
681,Jaidon Anthony,0.7,23,0.07,2.86,37.7,2.15,1.36,5,0.08,0.7,0.21,0.18,73.6,5.16,3.51,2.22,1.58,1.07,2.36,2.15,0.15,2,6,9
577,Gonzalo Montiel,0.7,26,0.13,2.3,50.5,1.36,2.41,1,0.12,1.3,0.04,0.05,76.9,5.16,3.63,1.84,0.44,0.57,1.66,1.53,8,17,14,12
1109,Max Kilman,2.3,26,0,0.66,57.3,1.91,4.46,5,0.01,0.5,0,0.05,83,0.14,3.46,0.82,0.38,0.52,0.71,0.98,12,22,25,30
1266,Oliver Burke,5.3,26,0.23,2.22,34.5,1.76,0.47,50,0.1,0.5,0.23,0.33,66,6.69,1.53,2.23,2.58,0.82,4.69,0.94,5.5,5,4.5,2.5
1183,Moussa Soumano,1.5,18,0,1.91,12.2,0.36,0,2,0.05,0,0.18,0.1,64.2,3.45,0.18,0.91,1.09,0.91,1.82,0.36,,,,0.9
524,Francesco Acerbi,2.8,35,0.05,1.24,59.3,0.89,3.52,8,0.03,1.4,0,0.05,88.3,0.89,3.47,1.26,0.7,0.22,0.89,1.16,13,7,5,4
1059,Martin Montoya,1.6,32,0,1.46,48.5,1.19,2.78,10,0.15,1.8,0,0,77.9,2.38,3.18,1.19,0.2,0.4,0.99,2.58,7.5,7.5,6,1.2
540,Gabriel Veiga,0.8,21,0.16,3.3,29.1,1.18,0.24,10,0.11,0.8,0.43,0.27,74.4,3.45,4.28,2.67,2.43,1.53,2.63,1.69,1,1.5,1.5,30
1194,Nampalys Mendy,0.5,31,0,1.12,49.1,2.38,0.24,18,0,1.6,0.12,0.01,87.7,0.48,3.33,0.24,0.24,0.83,0.24,1.55,4,10,20,2.5
748,Joaquin Sosa,1.8,21,0,0.41,49.6,0.65,4.06,16,0,0.8,0,0.01,81.3,0.13,1.7,0.78,0.39,0.39,0.39,0.78,0.075,0.45,0.5,3
1572,Thibault De Smet,1.6,25,0.05,1.55,57.5,1.43,2.05,4,0.08,1.1,0,0,78.2,4.56,4.56,2,0,0.26,0.26,1.23,0.7,0.8,0.65,3
1430,Romelu Lukaku,2.3,30,0.34,4.31,22.3,0.2,0.93,4,0.25,0,0.49,0.51,69,8.68,2.44,2.1,2.93,0.98,5.85,0.29,90,100,85,40
484,Federico Bonazzoli,0.5,26,0.08,2.19,28.5,0.72,0,8,0.1,0.2,0.16,0.21,74.6,5.39,3.46,0.88,2.57,0.97,2.49,0.4,5,3.5,5,4
95,Amath,0.6,27,0,1.85,21.9,0.95,0.37,18,0.06,0.4,0.15,0.23,71.9,5.06,1.17,2.42,1.69,1.03,2.93,2.13,2,3,2,2
1020,Manuel Sanchez,0.6,22,0.08,2.71,48.5,1.4,2.16,10,0.1,0.6,0,0.03,80.1,4.45,4.24,1.78,0.42,0.68,1.82,2.16,11,12,14,10
563,Gianluca Mancini,1.7,27,0.06,1.18,48.7,1.15,2.23,8,0.08,1.4,0.02,0.09,80.4,0.52,3.16,0.69,0.65,0.15,0.91,1.15,25,30,25,18
1264,Oleksandr Zinchenko,2.1,26,0.08,2.48,81.1,0.85,1.55,50,0.1,1,0.04,0.07,86.3,2.87,9.34,2.67,1.16,0.7,1.36,1.71,20,25,25,42
742,Joao Moutinho,1.9,25,0.09,3.15,66.3,0.88,1.41,9,0.11,0.7,0,0.03,74.6,5.29,5.02,1.94,0.62,0.71,1.32,1.67,0.8,2.5,2.5,1.5
863,Kevin Bonifazi,0.8,27,0,0.95,72,1.1,3.89,8,0,1.2,0,0.02,89.1,0,3.29,0.4,0.2,0.5,0.4,1.3,4,5.5,4.5,2.8
1484,Sead Kolasinac,1.5,30,0.04,1.16,55.2,0.76,1.45,50,0.03,1.7,0.15,0.19,85.3,3.58,4.53,2.06,0.88,0.15,1.94,2.17,8,3,3,8
891,Ko Itakura,1.9,26,0.09,0.86,71.2,1.86,4.32,20,0.02,1.3,0,0.03,90.8,0.18,2.68,0.86,0.5,0.36,0.73,1.32,0.8,3.5,5,12
1038,Marcos Antonio,0,23,0.12,1.16,66.2,1.22,2.2,3,0.04,1.4,0.12,0.17,91.3,0.98,4.77,0.37,0.49,0.61,0.12,1.35,12,15,18,8
206,Birger Meling,1,28,0.05,1.38,58.2,1.47,1.63,50,0.08,1.7,0,0.01,84.2,5.22,6.31,2.5,0.27,0.33,1.41,2.12,2,6,7,5
392,Dominick Drexler,1.5,33,0.2,3.18,32.8,1.19,0.79,14,0.15,0.5,0.26,0.18,65.3,4.55,3.43,1.12,1.05,0.66,2.7,1.65,2.2,1.3,1,0.75
794,Josan,0.4,33,0.25,2.19,45,0.67,1.25,10,0.14,0.6,0.08,0.03,78.7,5.09,3.26,3.09,0.5,1.75,1.34,2.09,0.5,0.9,1,1
870,Kevin Spadanuda,0.4,26,0.08,1.25,22.4,1.52,0.42,12,0.05,1,0,0.07,80.3,4.74,1.44,1.44,0.59,1.95,2.29,2.46,0.25,0.3,0.45,0.7
397,Duje Caleta-Car,1.9,26,0,0.6,53.8,1.42,6.23,7,0,1.5,0.09,0.09,84.6,0,3.11,0.47,0.47,0.19,0.85,1.32,23,16,16,11
766,John McGinn,0.7,28,0.1,2.8,34.4,1.44,0.64,50,0.1,0.8,0.03,0.09,78.3,2.21,4.68,1.14,1.4,1.5,1.5,2.21,20,30,32,27
1562,Tete,0.4,23,0.1,2.98,37,0.88,0.24,3,0.09,0.8,0.34,0.33,74.5,9.04,3.81,3.47,2.2,2,4.4,1.71,17,20,22,25
1241,Niklas Stark,2,28,0,0.5,53.9,1.04,4.77,14,0.01,1.6,0,0.01,82.6,0.13,2.82,0.39,0.13,0.09,0.48,2.43,10,10,7.5,5.5
1028,Marcin Kaminski,4.1,31,0,1.8,44.7,1.14,3.99,23,0.01,1.3,0.28,0.07,80.9,0.43,3.56,0.28,0.57,0.14,0.57,0.85,12,10.5,15,0.7
642,Inaki Williams,1,29,0.1,2.84,26.2,0.57,1.08,50,0.16,0.2,0.29,0.33,64.2,10.82,1.94,4.03,2.63,1.49,5.74,0.7,30,25,25,25
1604,Tommaso Augello,1.1,28,0.15,2.37,52.2,0.68,1.79,8,0.12,0.5,0.06,0.03,72.3,4.5,3.5,2.47,0.32,1.06,0.62,0.5,2.5,4,3.5,2
612,Himad Abdelli,0.8,23,0.08,3.06,52.9,1.26,0.63,50,0.13,1.2,0.08,0.07,83,4.67,6.36,2.44,1.01,1.81,0.97,2.7,1,1.2,1.5,2.5
960,Lorenzo Pirola,2.2,21,0,0.54,45.9,2.32,3.94,8,0.02,1.4,0.09,0.08,79.9,0.19,1.99,0.6,0.6,0.23,0.88,1.53,1.5,2.2,2.2,8
725,Jeremie Boga,0.6,26,0.58,6.89,54.7,0.69,0.12,50,0.34,0.1,0.23,0.25,80.2,8.98,6.1,7.37,1.5,5.52,4.26,1.04,25,20,19,14
683,Jakub Kaminski,0.6,21,0.09,3.17,29.2,1.62,0.66,23,0.17,0.4,0.17,0.24,74.2,7.48,3.41,2.06,1.71,1.22,3.41,1.57,3,10,10,12
98,Amine Salama,0.6,23,0.07,2.05,23.1,0.58,0.14,2,0.12,0.7,0.22,0.25,73.5,6.77,1.51,2.52,1.8,1.59,3.46,0.79,,,0.3,1.5
804,Josh Doig,1.1,21,0.2,2.45,35.5,1.66,0.86,50,0.09,0.8,0.13,0.14,67.4,4.05,1.79,2.73,1.2,1.53,1.79,1.26,,3,3,8
406,Ederson,0.8,34,0.04,2.34,44.3,2.28,1.26,3,0.1,1.5,0.04,0.09,81,2.52,3.78,1.5,1.46,1.5,1.87,2.72,56,50,13,20
502,Filip Duricic,0.6,31,0,3,31.4,0.79,0.33,25,0.09,0.3,0.12,0.12,77.3,3.44,3.19,1.62,1.08,1.29,1.41,1.78,10,7,4,1.8
1071,Mateo Kovacic,0.5,29,0.08,3.37,70.2,0.7,0.7,7,0.12,1,0.08,0.09,86.1,1.51,7.93,1.82,1.04,1.04,0.58,1.82,5,3.5,2,38
1056,Marten de Roon,1.6,32,0.03,1.63,58.1,1.12,1.76,50,0.05,1.1,0.09,0.03,83,0.7,5.19,0.55,0.58,0.12,0.64,2.34,70,5,7,10
929,Lee Kangin,0.7,22,0.19,3.78,35.2,0.8,0.22,50,0.18,0.4,0.19,0.19,70,4.43,3.06,3.41,1.47,2.87,1.34,1.34,20,10,8,22
779,Jonny Castro,1.1,29,0,1.8,59.4,1.86,2,10,0.08,1,0.07,0.02,84.3,3.28,5,1.71,0.64,1,0.93,2.43,16,15,15,13
200,Bernardo Espinosa,3.9,34,0.07,0.69,67.1,1.25,5.14,50,0,0.9,0.07,0.1,88.9,0.22,2.64,0.59,0.81,0.22,1.25,0.44,2,1.5,1.5,1.5
134,Anthony Lozano,3.7,30,0.06,2.23,18.3,0.75,1.06,50,0.05,0.2,0.06,0.19,67.6,3.62,1.75,1.19,1.87,1.06,2.93,0.37,2.5,4,4,2.5
1051,Marko Arnautovic,0.6,34,0,2.72,27.5,0.65,0.59,50,0.12,0.1,0.41,0.32,70.2,6.82,2.12,0.76,1.65,0.76,3.35,0.53,3,1.7,2,5
40,Aitor Paredes,2.2,23,0,0.55,54.6,1.15,2.72,10,0.04,1.5,0,0.06,89.1,0.84,3.46,0.42,0.84,0,1.05,0.73,0.2,0.2,0.2,1
1017,Manu Morlanes,0.7,24,0,0.99,28.3,1.35,1.15,10,0.08,0.6,0.1,0.03,83.1,0.73,3.33,1.15,0.73,0.94,0.42,2.6,8,5,4,4
230,Bryan Cristante,2.7,28,0.02,1.53,49.5,1.32,1.68,8,0.06,0.8,0.02,0.1,81,1.02,4.14,0.49,1.06,0.25,1.57,3.22,18,20,20,20
1513,Simon Kjaer,1.5,34,0,0.62,57,1.43,3.51,19,0.01,0.9,0,0.02,86.3,0.06,3.51,0.3,0.18,0,0.36,1.25,10,8,6,3.5
378,Dion Drena Beljo,3.8,21,0.16,2.09,20,1.2,1.12,7,0.15,0.1,0.24,0.15,63.6,3.35,1.2,1.12,1.04,0.56,2.31,0.56,0.65,1.5,3,6.5
288,Cody Drameh,1.1,21,0.14,3.8,48.8,2.02,2.71,5,0.16,1.2,0,0.03,67.3,5.22,4.39,2.09,0.42,1.25,1.39,3.48,,1,3,3.5
418,Elba Rashani,0.7,30,0.12,2.01,30.4,1.12,0.79,50,0.16,0.9,0.12,0.23,74.5,7.16,2.25,2.29,1.46,0.92,3.87,1.62,0.5,1.8,2.5,2
391,Dominic Solanke,1.6,25,0.22,2.02,16.8,0.82,1.45,5,0.13,0.2,0.19,0.33,68.1,5.26,1.48,2.2,2.39,1.42,5,0.47,10,14,16,20
592,Hamari Traore,1.2,31,0.13,2.44,63.8,1.13,2.39,50,0.12,1.4,0.03,0.07,84.2,5.42,5.52,1.9,1,0.35,2.19,1.87,8,8,10,10
1522,Sofyan Amrabat,0.5,26,0.05,2.08,67.1,1.04,0.81,11,0.05,1,0,0.02,88.8,1.08,7.93,1.62,0.59,0.54,0.27,1.76,18,9,10,30
1162,Mohamed Simakan,2.2,23,0.18,1.88,66.6,1.05,2.84,2,0.15,1.3,0.09,0.1,80.3,4.72,5.13,2.11,0.64,0.82,2.24,1.69,15,18,22,25
1086,Matias Vina,1,25,0,2.49,43.9,2.37,3.68,16,0.06,1.3,0.24,0.16,78.1,3.09,3.44,2.61,1.31,1.54,1.78,3.21,,2.5,2.5,8
1495,Sepp van den Berg,1.8,21,0,0.41,43.2,1.03,4.27,50,0.01,1.7,0.13,0.09,82.9,0.39,1.55,0.13,0.65,0.13,1.55,0.65,1.8,3,5,5
647,Isaac Carcelen,0.9,30,0.04,1.85,39.3,1.43,3.27,10,0.05,0.8,0,0.01,77.7,2.54,3.48,1.35,0.29,0.57,0.49,2.82,2,1.5,1.5,1.5
1152,Milos Veljkovic,2.3,27,0.08,0.96,56,1.27,4.09,25,0.03,1.3,0.04,0.02,81.1,0.12,3.22,0.2,0.16,0.12,0.6,1.19,5.2,3,4,5.5
1367,Rasmus Nicolaisen,3.5,26,0.06,0.38,53,1.74,4.57,19,0.02,1.5,0,0.05,84.2,0.12,3.43,0.63,0.39,0.27,0.99,1.44,0.6,0.9,1.2,6
520,Flynn Downes,1.1,24,0,1.62,39.1,1.77,0.71,5,0.01,0.9,0,0.06,87.3,1.3,2.6,0.35,0.47,0.12,0.59,1.89,0.9,1.2,2,9
64,Alex Fernandez,0.7,30,0,2.34,41.1,0.8,1.09,10,0.1,0.5,0.11,0.12,83.6,1.48,3.94,1.09,0.91,0.29,1.43,0.74,7.5,6,6,4
14,Achraf Dari,2.4,24,0,0.5,47.2,1.09,4.44,11,0,1.3,0.07,0.03,79.3,0.07,2.26,0.21,0.27,0.07,0.62,1.44,0.6,1.2,1.8,2
1180,Moussa Djenepo,0.4,25,0.25,2.26,30.9,2.41,0.89,50,0.06,1.4,0,0.03,73.4,4.94,2.41,3.42,0.38,2.41,2.03,2.41,13,11,10,8
1064,Martin Zubimendi,1.7,24,0.08,1.55,52.9,1.27,1.59,10,0.05,1.3,0.03,0.06,85.2,0.81,5.04,1.3,0.36,0.29,0.55,1.61,12,14,16,40
492,Felipe Anderson,0.4,30,0.11,3.45,42.7,1.59,0.77,3,0.18,0.9,0.27,0.2,77.3,7.53,3.61,2.6,1.3,1.64,4.11,2.36,25,10,13,15
379,Dion Lopy,1,21,0.07,2.47,48.4,1.76,1.17,18,0.11,1.5,0,0.07,84.6,2.48,6.59,1.11,1.17,1.04,0.78,2.94,,1.5,2,4
187,Batista Mendy,0.9,23,0,1.32,45.1,1.2,0.91,2,0.04,0.7,0,0.03,86.2,1.54,6.14,0.85,0.47,1.2,0.5,2.2,0.5,2,3,3
763,Johann Lepenant,0.8,20,0.09,1.71,60.6,1.35,0.79,2,0.06,1.3,0.05,0.05,89.4,2.05,5.82,0.93,0.88,0.98,0.84,2.7,0.25,2.5,3,10
216,Brais Mendez,1,26,0.15,4.18,50,1.23,0.52,10,0.22,0.7,0.28,0.23,77,4.99,5.12,1.56,2.27,0.61,2.33,2.21,11,14,18,25
791,Jorgen Strand Larsen,2.2,23,0.21,1.61,17.9,0.74,1.27,50,0.12,0.2,0.21,0.34,68.4,3.85,0.74,0.9,2.16,0.74,4.43,0.79,0.6,3,3,11
1076,Mathias Autret,0.4,32,0.14,3.96,41.7,0.98,0.91,2,0.15,0.9,0.07,0.14,75.5,4.05,5.37,1.4,1.6,0.7,1.67,1.53,32,30,30,0.8
878,Kieffer Moore,4.8,31,0,1.33,25.3,0.84,1.83,50,0.02,0.1,0.28,0.35,58.9,3.94,1.62,0.7,1.62,0.14,3.45,0.99,2.8,5,5,4
337,Danny Welbeck,1.6,32,0.15,3.32,21.5,1.17,0.97,5,0.23,0.2,0.29,0.52,84.4,6.5,2.38,1.5,3.01,1.07,5.68,0.73,7,3.5,2.3,7
719,Jens Cajuste,0.8,24,0.06,3.15,43.5,1.76,1.29,22,0.08,1.1,0.18,0.1,82,2.35,6.41,2.71,1.59,2.29,2.35,2.71,3,5,5,6
295,Conor Gallagher,1,23,0.05,2.9,48.5,1.92,1.03,5,0.15,1.3,0.14,0.2,81.8,6.09,5.76,2.15,1.73,1.22,3.32,2.58,10,22,25,32
1016,Manor Solomon,0.5,24,0,1.82,32.6,1.26,0.47,50,0.06,0.8,0.63,0.21,84.5,8.02,3.78,2.52,1.73,2.99,1.73,3.15,9.5,5,4.5,18
1275,Ondrej Duda,0.8,28,0,2.27,36.6,0.93,0.57,50,0.05,0.8,0,0.09,74.6,2.83,4.32,1.39,1.29,1.49,1.29,1.59,7,6,5,3.4
1485,Seamus Coleman,1,34,0,1.2,42.9,0.76,3.15,49,0.05,1.2,0.05,0.02,75.7,2.01,3.32,0.71,0.38,0.87,1.14,1.9,9.5,3.5,3,1
455,Ermedin Demirovic,2.5,25,0.15,2.28,20.3,1.18,1.41,50,0.14,0.5,0.27,0.29,50.3,4.56,1.83,0.99,2.4,0.72,4.64,1.18,4,7.5,6,12
1698,Yussuf Poulsen,5.4,29,0.19,2.54,26.1,1.12,1.12,19,0.37,0,0.37,0.27,53.6,7.64,1.49,1.86,2.42,1.12,5.22,1.3,25,21,14,7
815,Juan Cuadrado,0.5,35,0.12,3.32,57.5,0.73,1.34,50,0.17,1.2,0.03,0.07,84,5.43,3.77,2.23,1.28,1.25,2.06,2.21,18,10,8,4
269,Chris Fuhrich,0.1,25,0.1,3.96,33.6,1.39,0.62,14,0.25,0.3,0.19,0.16,78.4,6.78,3.97,4.44,2.05,2.39,3.3,1.72,0.5,2.5,4,4
995,Luka Jovic,1.7,25,0.18,2.96,17.4,0.41,0.59,25,0.1,0.1,0.35,0.47,76.8,4.4,1.64,0.47,3.29,0.88,4.63,0.35,22,20,18,8
201,Bernardo Silva,0.2,29,0.17,3.42,62.7,0.98,0.32,9,0.14,0.7,0.2,0.11,86.2,8.09,5.37,3.84,0.95,1.56,3.93,1.82,70,75,80,80
161,Arnaud Kalimuendo,0.5,21,0.12,2.07,21.3,0.62,0.49,2,0.12,0.1,0.29,0.38,81,9.03,1.56,1.85,2.01,1.23,4.88,0.66,2,12,18,22
1579,Thomas Delaney,2.6,31,0,1.35,46.7,1.08,1.29,19,0.02,0.7,0,0.06,76.5,1.29,3.12,0.32,0.75,0.22,1.08,1.29,17.5,8,7,2
729,Jerome Roussillon,0.5,30,0.15,1.85,38.6,0.59,1.61,50,0.11,0.5,0,0.05,69.9,3.73,2.71,1.61,0.8,1.17,1.02,1.32,10,7,4.5,3
401,Dyego Sousa,4.6,33,0.17,2.51,27.3,0.68,2.39,9,0.18,0.2,0,0.23,66.9,6.66,2.73,1.71,2.22,0.85,5.98,1.71,2.5,1.5,1,0.8
702,Javi Sanchez,1.7,26,0,0.63,44.2,1.2,4.36,10,0,1.8,0.04,0.03,81.9,0.19,2.78,0.79,0.34,0.26,0.56,1.62,3,2.5,2.5,3
1500,Sergi Roberto,0.5,31,0.17,2.31,65.5,0.94,0.94,10,0.11,0.9,0.22,0.16,90.3,5.24,7,2.92,1.21,0.28,2.65,1.54,25,9,7,5
1129,Mergim Berisha,2.1,25,0.21,1.91,18.3,0.86,1.02,14,0.15,0,0.32,0.3,47.1,5.31,1.5,1.07,2.73,0.27,4.34,0.59,10,10,9,12
565,Gideon Mensah,0.8,25,0,2.09,58,1.31,1.63,50,0.09,1.6,0,0,77.3,4.38,4.62,2.23,0.2,1.03,0.36,3.18,2.5,2.2,2.5,2.5
1413,Rodrigo Battaglia,3.4,32,0.09,1.02,56.9,1.06,1.23,1,0.04,0.8,0,0.03,85.1,1.23,4.41,2.03,0.71,0.62,1.23,2.03,4.5,2.5,2,1.5
1021,Marc Albrighton,0.8,33,0,3.51,39.1,2.41,1.47,5,0.2,0.7,0,0.05,62.7,8.43,4.55,2.27,0.67,1.47,0.8,2.01,25,30,30,1
1025,Marcao,1.6,28,0,0.26,51.5,1.63,3.14,3,0,1,0,0,85.9,0,3.26,0.63,0.13,0.13,0.13,1.13,5.5,22,30,7.5
1411,Rodri,2,33,0.14,2.69,91.7,1.18,1.2,10,0.12,1.1,0.09,0.15,91.3,0.99,8,2.26,1.54,0.78,1.75,2.1,64,70,80,90
1585,Thomas Partey,1.4,30,0,2.67,71.6,0.92,1.46,50,0.05,1.1,0.1,0.09,87.4,1.19,8.35,1.26,1.02,1.22,1.02,2.51,50,40,38,35
1104,Mattia Viti,1.9,21,0,0.29,51.1,1.28,3.12,8,0,1.2,0.14,0.01,84.2,0.14,2.7,0.14,0.28,0.71,0.28,0.57,1.8,4,3,7
205,Birama Toure,1.5,31,0,0.95,40.7,1.43,1.3,50,0.01,1.8,0.05,0.03,80.4,0.66,3.65,0.26,0.66,0.29,0.37,2.12,0.9,1,1.5,1.8
34,Agustin Rogel,3.1,25,0.06,0.46,36.1,0.95,4.67,16,0,0.7,0,0.06,74.5,0.13,1.45,0.06,0.32,0,0.69,1.14,0.9,2.3,2.6,0
775,Jonathan David,0.5,23,0.11,3.47,24.9,0.57,0.37,50,0.18,0.2,0.4,0.48,81.8,8.44,2.7,1.9,2.7,0.82,6.08,0.68,30,50,45,60
508,Flavien Tait,0.3,30,0.09,3.28,57.5,0.9,0.64,2,0.11,1,0.09,0.14,86.7,2.73,8.15,2.69,1.41,1.07,2.18,1.75,5.5,8,8,6
1451,Ryan Sessegnon,0.9,23,0,2.64,40.7,0.84,2.32,5,0.13,0.8,0.19,0.19,71.5,6.79,2.32,2.32,1.77,0.56,2.79,2.32,20,15,18,18
1478,Sardar Azmoun,2.2,28,0.15,3.29,23.1,0.6,1.19,24,0.28,0.2,0.3,0.41,66.8,4.7,2.76,1.12,2.54,0.82,4.63,0.9,23,25,22,12
