id,Name,Aerial Duels won,Age,Assists,Attacking options created,Attempted Passes,Blocks,Clearances,Country_val,Expected Goal Contributions,Interceptions,Open Play Goals,Open Play Expected Goals,Percentage of Passes Completed,Progressive Passes Rec,Progressive Passes,Progressive Carries,Shots,Successful Dribbles,Touches in attacking penalty area,Tackles,Value at beginning of 2020/21 season,Value at beginning of 2021/22 season,Value at beginning of 2022/23 season,Value at beginning of 2023/24 season
1675,Yannick Carrasco,0.2,29,0.14,4.05,44.2,1.01,0.69,4,0.17,0.5,0.24,0.32,78.7,10.77,3.33,5.8,2.71,2.36,6.04,1.46,25,40,40,25
1390,Ricardo Rodriguez,1,22,0,2.02,59.2,1.01,2.06,15,0.06,1.3,0,0.01,81.9,1.72,4.48,1.65,0.37,0.24,0.4,1.82,3,2,3.4,3.5
91,Alvaro Aguado,0.7,27,0.1,3.8,54.4,0.76,0.72,10,0.11,0.6,0.05,0.06,81.4,2.38,6.63,1.38,0.95,0.62,0.86,1.29,0.4,1.5,1.8,3
1363,Raphael Guerreiro,0.3,29,0.39,4.23,69,0.85,1.07,9,0.3,1.5,0.2,0.12,82.4,6.34,6.92,3.19,1.27,0.98,2.54,1.4,35,35,25,20
897,Konstantinos Mavropanos,3.2,25,0.04,1.53,59.5,1.54,3.9,50,0.04,2.6,0.08,0.18,83,0.51,4.72,1.34,1.89,0.63,1.85,1.97,2.4,17,15,15
564,Gianluca Scamacca,1.7,24,0,2.45,17.2,0.29,0.49,8,0.08,0.4,0.29,0.27,66.7,4.67,1.65,1.26,2.92,0.58,3.69,0.97,8,20,30,22
1369,Raul Albiol,1.6,37,0,0.54,62.5,0.72,4.71,10,0,0.6,0,0,88.5,0.13,4.25,0.51,0.08,0.17,0.38,1.06,2.5,2.5,3,2.5
776,Jonathan Tah,2,27,0,0.56,61.9,1.16,4.24,14,0.02,1.2,0.02,0.03,90.2,0.1,2.57,0.27,0.32,0.22,0.58,1.14,20,25,25,20
241,Carlos Baleba,1.3,19,0,2.17,56.5,2.45,0.56,50,0.02,0.2,0,0.1,83,2.26,6.21,3.01,2.26,2.82,0.94,2.45,,,0.15,5
13,Abner,1.3,27,0,1.18,48.9,1.62,3.74,3,0.02,1,0,0.24,71.7,3.49,2.12,1.12,0.75,0.75,1.75,1.62,0.15,7.5,0.375,7
315,Dango Ouattara,2.2,21,0.26,3.62,25.1,1.42,1.61,50,0.19,1.1,0.23,0.33,61.3,7.68,2,3.32,2.52,1.9,4.78,2.23,,0.5,0.9,25
600,Harry Kane,1.8,30,0.11,3.64,25.6,0.63,0.52,5,0.18,0.1,0.55,0.46,68.4,5.87,4.76,1.59,3.14,1.05,4.43,0.35,120,100,90,90
387,Domenico Berardi,0.6,29,0.34,5.31,43.8,0.63,0.87,8,0.34,0.9,0.24,0.28,67.5,10.27,5.5,2.75,3.62,1.06,5.35,1.11,30,35,35,18
1297,Pascal Struijk,2.5,24,0.04,1.5,54,1.31,2.86,50,0.11,1.3,0.08,0.07,79.2,2.17,4.87,0.98,0.65,0.37,1.27,3.44,2.5,9,15,18
166,Arne Maier,0.6,24,0.05,2.03,30.2,0.96,1.01,14,0.09,0.7,0.23,0.08,64,3.54,3.03,1.47,1.29,0.73,1.74,1.42,10,5,5.5,6.5
840,Kai Havertz,2.7,24,0.03,2.6,32.8,1.04,1.27,14,0.17,0.2,0.2,0.41,80.3,8.27,3.27,2.15,2.65,0.82,5.98,1.13,81,70,70,55
20,Adam Ounas,0.5,26,0.08,5.08,48.9,1.33,0.42,50,0.25,0.7,0.08,0.23,71,10.51,5.84,4.84,2.25,3.25,3.17,1.67,8,8,7,7
646,Irvin Cardona,1,26,0,1.38,21.6,0.98,1.63,2,0.08,1,0.16,0.38,53,5.06,1.14,1.96,2.12,0.82,4.57,0.49,7,6,5,2.5
1508,Shandon Baptiste,0.9,25,0.15,2.75,43,1.46,1.46,50,0.17,1.1,0,0.07,83.7,3.35,5.68,1.17,0.58,0.87,1.02,2.18,1,1,3,3
1154,Mitchel Bakker,0.6,23,0.07,2.37,53.6,1.4,1.04,50,0.13,0.7,0.14,0.11,79.6,5.08,3.65,2,1.07,0.97,1.83,1.07,3.5,10,14,9
1528,Srdan Babic,2.1,27,0,0.63,41.2,1.02,3.72,25,0.01,0.9,0.09,0.05,85.4,0.15,1.89,0.63,0.27,0.12,0.48,0.84,1.4,1.5,2,3.5
831,Julio Cesar Enciso,0.7,19,0.22,5.27,28.8,1.01,0.22,50,0.2,0.5,0.45,0.51,69.4,8.26,3.46,4.35,4.24,3.46,5.47,1.45,,5.5,11,22
1267,Oliver Skipp,0.5,22,0,1.72,47.3,1.11,1.22,5,0.04,1,0.05,0.02,85.8,1.59,3.7,1.06,0.37,0.63,0.42,2.22,7.2,20,18,15
1590,Timo Baumgartl,3,27,0.16,1.34,50.6,1.92,2.24,14,0.02,0.3,0,0.03,81.3,0.32,4.48,0.64,0.64,0,1.44,1.76,4,5,5,3
562,Gianluca Caprari,0.2,30,0.07,3.02,39.9,0.81,0.11,8,0.1,0.3,0.15,0.17,78.8,6.93,3.39,3.69,1.84,1.47,3.8,0.59,7,7,10,8
1658,Willi Orban,2.9,30,0,0.75,77.6,1.32,3.8,50,0.01,1.2,0.1,0.1,88.9,0.25,4.56,0.47,0.76,0.27,1.62,1.47,12,14,10,10
686,Jamal Musiala,0.4,20,0.4,5.09,40.8,1.19,0.13,14,0.3,0.9,0.4,0.35,84.7,7.53,5.55,3.57,2.51,3.33,5.88,1.25,10,55,65,110
957,Lorenzo Colombo,2.4,21,0.12,2.68,19.7,1.31,0.42,8,0.09,0.1,0.24,0.3,62.7,7.07,1.25,0.83,2.55,0.65,4.4,1.01,1,4,3.5,5
189,Ben Davies,2.6,28,0.07,1.41,50.7,0.67,2.85,5,0.09,0.8,0.07,0.03,81.3,2.59,4.3,1.58,0.54,0.24,1.04,1.18,2.4,18,20,15
975,Lucas Olaza,1.6,29,0.06,1.84,48,1.2,2.05,16,0.06,0.9,0,0.02,76,5.42,3.98,0.72,0.3,0.24,0.66,1.45,4,3,2.5,2.5
699,Jaume Costa,1,35,0.03,2.11,40.3,0.45,1.52,10,0.1,0.8,0,0.03,73.3,4.26,2.56,2.08,0.38,0.35,1.28,1.73,2.5,1.5,1.2,1.2
1499,Sergi Darder,0.3,29,0.08,4.27,44.1,0.92,0.62,10,0.22,0.7,0.16,0.1,72.5,2.03,6.32,3.01,1.06,1.84,1.06,1.87,6,7,9,16
510,Florent Mollet,0.5,31,0.11,3.81,43.5,1.13,0.68,2,0.19,0.8,0.11,0.1,78,5.45,5.22,1.87,1.93,0.68,1.7,1.02,7,7,6,2
1082,Mathieu Coutadeur,0.4,37,0,1.26,55.3,0.88,0.97,2,0.05,0.9,0,0,84,1.02,5.08,0.92,0.18,0.23,0.18,1.06,8,12,15,0.2
474,Fabrizio Angileri,2.6,29,0,0.81,40,1.23,1.54,1,0,1.1,0,0.02,58.8,2.15,2.46,0.62,0.46,0.62,0.46,1.85,2.4,4.3,4,2
1584,Thomas Ouwejan,0.4,26,0.1,3.03,50.1,1.69,2.69,50,0.13,1.3,0,0.01,58.6,2.09,4.09,1.4,0.5,0.1,0.9,1.99,2.5,2.5,2.5,2
856,Kenny Lala,0.5,31,0.13,2.67,55.5,0.95,1.78,2,0.14,1.4,0,0.03,75.5,1.91,3.87,1.52,0.76,0.76,0.51,2.29,9,4,3,1.5
747,Joaquin Fernandez,2.2,24,0,0.61,41.5,1.29,4.09,16,0,1.2,0.04,0.03,82.5,0.13,1.75,0.25,0.42,0.04,0.71,1.46,0.1,0.3,0.325,3
252,Cengiz Under,0.4,26,0.14,4.68,40.9,0.61,0.44,50,0.32,0.7,0.14,0.3,70.9,9.53,4.12,2.5,2.57,1.39,4.56,1.35,23,18,22,20
21,Adam Smith,0.9,32,0.03,0.93,38.7,0.92,2.48,5,0.04,0.8,0,0.02,75.4,1.65,2.54,0.86,0.15,0.18,0.52,1.5,5,2,1.5,1.2
1337,Pierre Hojbjerg,0.8,28,0.17,2.87,65.7,1.27,1.68,19,0.1,1.5,0.12,0.07,88.2,1.92,6.59,1.27,0.93,0.89,1.03,1.63,30,40,40,45
459,Evan Ferguson,0.9,18,0.19,2.18,21.3,1.04,0.57,49,0.08,0.2,0.57,0.56,80,5.49,1.33,1.04,3.41,0.76,3.69,0.57,,0.4,0.6,30
1184,Muhammed Saracevic Cham,0.3,22,0.18,3.27,47.5,0.59,0.23,50,0.15,0.3,0.23,0.23,78.3,5.49,4.85,3.25,2.33,1.42,2.79,1.37,0.2,0.6,1,6
276,Christian Kouame,3,25,0.19,4.2,31.9,0.72,0.39,50,0.19,0.6,0.19,0.29,70.8,9.79,2.6,2.41,2.03,1.01,5.35,1.3,14,8.5,8,12
955,Lois Openda,0.5,23,0.14,2.52,15.8,0.32,0.21,4,0.16,0.1,0.72,0.71,67,7.37,1.5,2.18,3.68,0.68,5.94,0.39,4,3,4,35
1215,Niclas Fullkrug,5.6,30,0.18,2.82,33.8,0.47,0.87,14,0.14,0,0.4,0.35,62.5,7.27,3.27,1.49,2.69,1.13,4.76,0.33,5,1.5,2.5,13
385,Dodo,0.7,24,0.12,2.64,58.1,1,1.43,3,0.09,1,0.04,0.03,81.3,4.02,5.44,2.78,0.42,1.31,0.93,1.54,0.5,20,1.5,20
805,Josha Vagnoman,1.4,22,0.12,1.79,35.5,1.22,1.76,14,0.11,0.5,0.12,0.2,77.6,5.66,2.62,1.64,1.52,1.34,2.92,1.58,4,3,3,8
1437,Ruan,2.7,28,0,0.34,49.4,1.53,4.21,3,0,1.3,0,0.03,88.9,0.16,1.16,0.32,0.26,0.16,0.68,2,0.2,5,5,4.5
1515,Simon Zoller,0.9,32,0.12,1.3,20.5,0.86,1.3,14,0.08,0.4,0.19,0.28,62.7,3.77,1.3,0.62,1.85,0.12,3.4,0.68,0.8,1.8,1.1,1.1
343,Darwin Machis,0.3,30,0.15,3.16,31.3,0.75,0.6,50,0.34,0.5,0,0.19,65.9,7.96,1.5,4.36,2.85,1.65,4.81,0.45,10,7.5,6,3
769,Jon Pacheco,2.5,22,0.05,0.51,70.9,0.88,2.74,10,0.01,1,0,0.01,89.2,0,3.83,1.31,0.16,0.11,0.27,1.04,0.2,0.6,1,6
1332,Philip Billing,1.7,27,0.03,1.85,34.4,1.56,1.89,19,0.11,1,0.23,0.18,77.1,3.29,2.6,1.2,1.24,0.85,2.31,2.05,8,16,18,20
130,Anthony Elanga,1.4,21,0.16,3.86,29.6,0.96,0.8,22,0.17,0.5,0,0.16,72.4,7.51,1.6,3.2,2.56,2.08,6.07,0.96,,4,15,18
871,Kevin Stoger,0.4,29,0.1,5.02,55.7,0.94,0.73,50,0.22,0.9,0.07,0.08,69.3,3.39,7.41,1.49,1.56,0.76,1.28,2.91,4,2.3,1.6,3
1123,M'Bala Nzola,1.4,26,0.07,2.38,20.1,0.68,0.71,50,0.09,0.2,0.34,0.33,79.4,7.29,1.7,1.7,2.04,1.02,4.85,0.41,0.85,1.2,0.9,8
1396,Ridle Baku,0.8,25,0.1,2.34,54.1,1.53,2.06,14,0.15,0.8,0.17,0.11,78.4,5.48,4.4,1.74,0.98,0.8,1.57,1.74,11,25,20,13
87,Alfred Duncan,0.7,30,0,3.34,44.1,0.73,0.49,50,0.05,0.7,0.08,0.05,78,2.45,5.71,1.47,0.73,0.98,0.73,1.47,12,11,10,4
1482,Scott McKenna,2.1,26,0,0.6,41.7,1.15,4.87,50,0.06,0.7,0,0.01,78.3,0.11,2.01,0.29,0.11,0.29,1.2,0.69,2.5,3,3.5,10
330,Danilho Doekhi,2.3,25,0.03,1.2,40.8,1.01,3.6,50,0.02,1.3,0.18,0.09,80.2,1.11,3.41,0.83,0.71,0.12,1.23,1.75,0.8,3,3,17
1238,Nicolo Zaniolo,0.4,24,0.08,3.35,19.9,0.98,0,8,0.14,0.3,0.16,0.42,65.4,7.12,2.05,3.36,3.6,1.23,5.57,0.66,45,33,33,27
466,Fabiano Parisi,1,22,0,2.07,52.4,1.62,2.89,8,0.06,1.3,0.06,0.07,76.7,2.16,4.9,3.24,0.67,2.04,0.83,2.07,0.25,3.5,4.5,10
121,Angelino,0.5,26,0.28,3.18,53.1,1.1,2.3,10,0.27,0.9,0,0.05,65.5,4.13,3.71,0.83,0.72,0.45,1.1,1.38,25,30,30,12
1638,Virgil van Dijk,3.2,32,0.05,0.82,78.4,0.71,4.05,50,0.03,0.9,0.08,0.1,89.9,0.23,4.05,0.38,1.06,0.05,2.23,0.78,80,55,55,35
1044,Marin Pongracic,1,25,0,0.71,41.1,0.46,3.53,7,0.01,1.9,0,0,82,0.11,2.16,0.34,0.11,0.23,0.46,1.82,2.5,3.5,4.5,4
1095,Matteo Pessina,1.2,26,0.09,2.23,62.2,1.53,1.01,8,0.06,1.2,0.06,0.1,84.9,2.7,5.92,2.36,0.77,1.04,1.57,1.75,9,7,6,15
1130,Mergim Vojvoda,0.5,28,0.26,3.41,59.8,0.73,1.62,50,0.2,0.5,0,0.09,77.6,4.24,6.54,1.57,1.2,0.63,2.04,1.15,5,4.5,5.5,4
1294,Pablo Sarabia,0.3,31,0,4.01,42.4,0.81,0.29,10,0.17,0.3,0.07,0.37,72,6.97,4.33,1.98,2.13,0.29,2.94,1.32,25,25,25,14
860,Kevin Agudelo,0.7,24,0.04,2.61,31,1.65,0.25,50,0.14,0.4,0,0.07,72.2,4.22,4.65,3.42,1.18,2.11,2.28,3,3.5,3.3,3.5,3
1459,Salis Abdul Samed,0.4,23,0.03,1.63,61.6,1.18,0.81,50,0.05,1.2,0.03,0.03,91.8,1.37,5.13,1.03,0.4,0.9,0.5,1.43,0.3,2,2.5,18
1126,Mehdi Zeffane,0.4,31,0.14,2.15,37.3,1.91,1.64,50,0.11,3.1,0.14,0.17,73.6,4.24,2.46,1.23,1.09,0.55,1.5,1.64,1,1,1,0.45
